0,152
0,116
0,98
0,152
0,467
0,1187
0,1743
0,1577
0,1270
0,1120
0,1145
0,1239
0,1331
0,1231
0,1616
0,1617
0.125,1523
0.25,1274
0,921
0,838
0,810
0,763
0,555
0,398
0,245
0,209
0,156
0,98
0,165
0,332
0,604
0,818
0,927
0,958
0,1085
0,1208
0,1361
0,1346
0,1210
0,1265
0,1244
0,994
0,952
0,783
0,815
0,704
0,555
0,608
0,295
0,274
0,163
0,86
0,107
0,196
0,329
0,433
0,649
0,864
0,1022
0,1109
0,1230
0,1142
0,1251
0,1251
0,1113
0,868
0,779
0,605
0,583
0,430
10.41,317
5.205,157
0,90
0,74
0,80
0,164
0,484
0,1246
0,1677
0,1506
0,1454
0,1073
0,1086
0,1075
0,1122
0,1312
0,1682
0,224
0,245
0,1051
0,827
0,705
0,672
0,604
0,316
0,196
0,131
0,90
0,86
0,152
0,506
0,1310
0,1627
0,1352
0,1317
0,1031
0,1092
0,1130
0,1145
0,1344
0,1490
0,1263
0,1413
0,1420
0,841
0,756
0,715
0,562
0,317
0,173
0,123
0,93
0,85
0,167
0,499
0,1236
0,1724
0,1434
0,1344
0.51,1113
0,1103
0,1151
0,1210
0,1308
0,1732
0,1537
0,1644
0,1390
0,863
0,847
0,750
0,665
0,364
0,207
0,132
0,102
0,96
0,167
0,509
0,1279
0,1771
0,1328
0,1358
0,1115
0.76,1139
0.51,1168
0,1145
0.125,1316
0.25,1664
0.59,1667
0.93,1346
1.27,1447
0.76,885
0.25,779
0.125,812
0,581
7.37,418
1.27,246
0,166
0,149
0.25,107
0.2,170
0.15,462
0.1,1269
0.05,1809
0,1518
0,1327
0,1112
0,1235
0,1196
0,1276
0,1475
0,1583
0,1613
0,1516
0,1360
0,940
0,785
0,798
0,691
0,514
0,342
0,257
0,228
0,161
0,115
0,226
0,339
0,625
0,825
0,969
0,1027
0,1069
0,1124
0,1251
0,1281
0,1121
0,1142
0,1073
0,972
0,817
0,814
0,801
0,714
0,526
