0,5
0,5
0,3
0,4
0,43
0,272
0,696
0,625
0,351
0,191
0,171
0,159
0,108
0,157
0,338
0,494
0,440
1.02,209
0.25,78
0,88
0,166
0,227
0,81
0,35
0,16
0,10
0,2
0,3
0,5
0,3
0,9
0,25
0,35
0,110
0,365
0,408
0,254
0,146
0,164
0,408
0,157
0,128
0,86
0,90
0,110
0,169
0,105
0,67
0,16
0,16
0,3
0,4
0,0
0,2
0,3
0,16
0,23
0,52
0,61
0,109
0,98
0,103
0,192
0,294
0,167
0,120
0,70
0,58
0,77
0,29
5.84,6
0.25,9
2.29,1
0,2
0,1
0,1
0,51
0,313
0,842
0,714
0,387
0,192
0,151
0,130
0,82
0,105
0,293
0,564
0,562
0,253
0,90
0,95
0,121
0,183
0,27
0,9
0,5
0,0
0,1
0,4
0,43
0,360
0,846
0,715
0,403
0,0
0,3
0,0
0,56
0,101
0,306
0,479
0,559
0,275
0,95
0,103
0,134
0,219
0,23
0,5
-0.001,4
-0.001,2
0.25,4
0,1
0,42
0,319
-0.001,785
0,724
0,401
0,223
0,178
0,140
0,90
0,113
0.51,291
0.25,461
0,535
0,267
0,111
0,96
0,135
0,167
0.25,17
-0.001,5
0,3
0,1
0,2
0,4
0,41
0,324
0,794
-0.001,723
-0.001,448
0,271
0,242
0.51,185
0,62
0,154
-0.001,448
-0.001,483
-0.001,606
-0.001,295
0.25,95
0,67
-0.001,90
-0.001,54
6.6,63
0.25,24
0,10
0,9
1.02,3
0,5
0,44
0,286
-0.001,722
-0.001,651
-0.001,346
0,230
0,182
0,209
0,96
0,127
0,313
0,434
0,464
0,191
0,111
0,75
0,79
0,87
0,34
0,35
0,17
0,14
0,2
0,0
0,1
0,1
0,9
0,31
0,30
0,57
0,232
0,253
0,241
0,188
0,214
0,264
0,335
0,226
0,105
0,107
0,122
0,130
0,81
0,44
0,24
0,16
0,7
0,5
0,0
0,0
0,3
0,19
0,44
0,312
0,316
0,320
0,252
0,139
0,153
0,149
0,147
-0.001,102
-0.001,114
0,99
0,57
0,28
-0.001,14
-0.001,3
-0.001,0
1.78,0
1.02,2
3.56,2
4.32,41
5.08,291
0.25,697
-0.001,663
-0.001,377
-0.001,185
0.25,158
-0.001,162
0,62
0,90
0,266
0,527
0,631
0,267
-0.001,75
0,51
0,49
0,26
0,9
0,1
0,3
0,2
-0.001,3
0,6
0,42
-0.001,342
0.51,796
-0.001,710
-0.001,381
-0.001,187
0,175
0,154
0,53
0,90
0,263
0,517
0,638
0,257
0,86
0,79
0,59
0,45
0,29
0,10
0,2
0,5
0,3
0,1
0,44
0,336
0,785
0,720
0,413
0,217
0,183
0,146
0,77
0,110
0,308
0,482
0,620
0,240
0,99
0,75
0,52
0,33
0,15
0,3
0,5
0,3
0,0
0,4
0,39
0,333
0,711
0,716
0,394
0,211
0,201
0,159
-0.001,85
0.25,123
0,296
-0.001,464
0.25,630
0.51,347
0.76,124
0.76,102
1.52,84
1.27,55
1.27,20
1.78,7
1.52,13
0.76,4
0.25,3
0.25,1
0,43
0,272
0,674
0,624
0,366
0,213
0,187
0,197
0,131
0,175
0,326
0,465
0,440
0,196
0,108
0,80
0,205
0,453
0,65
0,22
0,17
0,19
0,5
0,2
0,1
0,1
0,8
-0.001,15
0,39
0,58
0,292
0,377
0,254
0,101
0,137
0,346
0,110
0,86
0,84
0,94
0,107
0,97
0,258
0,63
0,33
-0.001,22
-0.001,13
0,2
0,2
0,0
0,6
0,16
0,34
0,252
0,230
-0.001,341
-0.001,208
0,83
-0.001,174
0.25,213
-0.001,81
0.25,81
0,71
3.81,58
0.51,42
6.86,30
0.25,11
-0.001,2
-0.001,4
0.76,5
-0.001,0
0,4
0,44
0,311
0,780
0,739
0,363
0,184
0,171
0,157
0,58
0,103
-0.001,263
-0.001,546
0,655
0,224
0,103
0,52
0,55
0,37
0,12
0,13
0,2
0,3
0,0
0,2
0,40
-0.001,344
0,809
0,696
0,350
0,194
0,179
0,140
0,91
0,105
0,248
0,509
0,651
0,268
0,115
0,95
0,61
0,53
0,20
0,7
0,5
0,2
0,1
0,4
0,55
0,337
0,767
0,688
0,395
0,242
0,183
0,167
0,75
0,115
0,275
0,470
0,614
0,250
0,90
0,74
0,55
0,14
0,1
0,0
0,0
0,0
0,0
0,2
0,29
0,342
0,763
0,686
0,388
0,248
0,168
0,156
0,78
0,120
0,287
0,559
0,645
0,261
0,118
0,67
0,99
0,61
0,28
0,7
0,6
0,8
0,3
0,4
0,34
0,292
0,622
0,548
0,369
0,222
0,202
0,209
0,146
0,223
0,348
0,401
0,220
0,112
0,80
0,82
0,73
0,86
